timestamp,open,high,low,close,volume,returns
2023-12-29,136.24,136.62,135.825,136.38,5590052,
2023-12-28,136.0,136.695,135.98,136.24,5800264,-0.0010265434814488161
2023-12-27,135.17,135.98,135.14,135.89,5439924,-0.0025689958896067955
2023-12-26,134.91,135.675,134.74,135.32,3688653,-0.004194569136801829
2023-12-22,134.68,135.44,134.475,135.02,5355138,-0.0022169671888855325
2023-12-21,133.53,134.445,133.22,134.35,5606916,-0.004962227818101184
2023-12-20,134.6,134.68,132.72,132.73,7299039,-0.01205805731298848
2023-12-19,133.95,134.75,133.74,134.68,6131209,0.014691478942213676
2023-12-18,134.06,134.2,133.43,133.78,5944319,-0.006682506682506695
2023-12-15,134.68,134.94,133.66,134.16,8296654,0.0028404843773359723
2023-12-14,136.43,136.51,134.8,135.31,10098714,0.008571854502087195
2023-12-13,132.94,136.01,132.76,135.97,9074339,0.004877688271376801
2023-12-12,133.13,133.7,132.5,133.51,6779064,-0.01809222622637352
2023-12-11,132.78,133.19,132.13,132.94,9016882,-0.004269343120365421
2023-12-08,131.94,132.38,131.275,132.07,6007674,-0.006544305701820408
2023-12-07,132.03,132.35,131.245,131.85,6396695,-0.0016657832967366115
2023-12-06,132.2,132.45,131.75,132.01,6207685,0.0012135001896094177
2023-12-05,131.81,132.12,131.09,131.91,6581075,-0.0007575183698204091
2023-12-04,131.48,132.33,131.435,132.08,6943917,0.0012887574861648599
2023-12-01,131.13,131.97,131.03,131.83,9370974,-0.0018927922471229097
2023-11-30,129.78,131.385,129.33,131.31,7743059,-0.003944473943715443
2023-11-29,129.5,130.38,129.44,129.68,6979033,-0.012413372934277578
2023-11-28,130.08,130.37,129.55,129.64,6261342,-0.0003084515731032189
2023-11-27,130.85,131.29,130.07,130.31,10530278,0.005168157975933507
2023-11-24,130.69,131.155,130.68,131.13,3708830,0.006292686670247738
2023-11-22,130.24,130.74,130.0698,130.43,6737701,-0.005338213986120555
2023-11-21,129.47,130.07,129.31,129.81,8373031,-0.004753507628613041
2023-11-20,127.75,129.31,127.66,129.03,6910104,-0.006008782066096563
2023-11-17,128.78,128.99,127.864,128.25,6766199,-0.006045105789351357
2023-11-16,128.34,128.78,127.845,128.51,7665861,0.0020272904483429333
2023-11-15,127.95,128.47,127.64,127.96,9262770,-0.004279822581900183
2023-11-14,127.73,128.705,127.41,127.86,11217020,-0.0007814942169427352
2023-11-13,126.4,127.25,125.67,127.0,11373790,-0.006726106679180388
2023-11-10,126.0,126.45,124.6,126.27,10401721,-0.005748031496063066
2023-11-09,128.05,128.2,125.4,125.52,13905623,-0.005939653124257593
2023-11-08,128.89,128.89,127.39,128.17,10021074,0.021112173358827313
2023-11-07,128.21,128.66,127.87,128.35,8241885,0.0014043848014355653
2023-11-06,127.95,128.46,127.43,128.26,8425100,-0.0007012076353720698
2023-11-03,127.65,128.2,127.2,127.41,11635623,-0.006627163573990291
2023-11-02,125.28,126.89,124.95,126.78,11894138,-0.0049446668236401425
2023-11-01,124.39,125.41,124.17,124.8,13802706,-0.015617605300520587
2023-10-31,124.27,124.7,123.55,124.54,13917381,-0.002083333333333215
2023-10-30,123.78,124.21,122.89,123.83,15224553,-0.00570097960494631
2023-10-27,124.91,125.07,122.59,123.14,13566218,-0.005572155374303445
2023-10-26,125.47,126.41,125.16,125.26,14699250,0.017216176709436537
2023-10-25,127.07,127.46,125.57,126.51,11426996,0.009979243174197627
2023-10-24,126.85,128.05,126.85,127.65,9375911,0.009011145364002937
2023-10-23,127.97,128.4,127.14,127.26,12344261,-0.0030552291421857003
2023-10-20,128.31,128.98,128.04,128.06,12296754,0.006286342920006183
2023-10-19,129.68,129.815,127.77,128.57,15492635,0.003982508199281476
2023-10-18,131.17,131.54,129.6225,129.85,10085684,0.009955666174068512
2023-10-17,130.54,131.705,130.435,130.99,9149878,0.00877936080092434
2023-10-16,130.71,131.92,130.6,131.17,10544998,0.0013741506985265328
2023-10-13,129.86,130.94,129.46,130.19,11383864,-0.007471220553480151
2023-10-12,130.6,130.85,129.28,129.38,10927662,-0.006221676011982535
2023-10-11,131.24,131.45,129.92,130.5,9591851,0.00865667027361261
2023-10-10,130.42,131.6699,129.97,131.08,8154935,0.004444444444444473
2023-10-09,129.65,130.58,129.125,130.46,8047600,-0.00472993591699733
2023-10-06,128.3,130.42,128.23,130.01,10692361,-0.003449333128928589
2023-10-05,128.25,128.89,127.52,128.66,9609778,-0.01038381662948995
2023-10-04,127.53,128.14,126.93,127.96,10064397,-0.005440696409140355
2023-10-03,127.93,128.2,126.88,127.42,11971088,-0.004220068771491059
2023-10-02,128.33,128.6,127.06,128.56,16035101,0.008946790142834615
2023-09-29,130.0,130.12,128.545,128.74,12692668,0.0014001244555073011
2023-09-28,129.32,130.09,129.32,129.72,9129071,0.007612241727512847
2023-09-27,129.99,130.12,128.15,129.1,9888551,-0.00477952513105151
2023-09-26,130.26,130.675,129.65,129.75,8200850,0.005034856700232515
2023-09-25,130.02,130.895,129.66,130.86,6826343,0.008554913294797739
2023-09-22,130.25,130.92,130.0,130.15,7790307,-0.005425645728259321
2023-09-21,131.32,131.535,130.36,130.42,7979573,0.002074529389166191
2023-09-20,132.14,132.51,131.55,131.57,6350825,0.008817666002147062
2023-09-19,131.23,131.84,130.68,131.56,6252402,-7.60051683513785e-05
2023-09-18,131.86,131.99,130.95,131.45,6559420,-0.0008361204013378476
2023-09-15,132.92,133.5482,132.095,132.19,9612005,0.005629516926588085
2023-09-14,133.57,133.65,132.84,133.24,6433355,0.00794311218700372
2023-09-13,132.48,133.35,132.44,132.82,6430300,-0.0031522065445813707
2023-09-12,132.57,133.145,131.851,132.8,6941890,-0.00015057973196797025
2023-09-11,132.0,133.225,131.98,132.97,7178983,0.0012801204819277157
2023-09-08,131.78,132.46,131.75,132.06,8717030,-0.006843648943370639
2023-09-07,131.87,132.625,131.77,132.06,11055727,0.0
2023-09-06,132.03,132.16,130.83,131.47,12840059,-0.004467666212327748
2023-09-05,133.64,133.735,132.19,132.19,11042676,0.0054765345706244695
2023-09-01,134.24,134.24,133.22,133.57,10183853,0.010439518874347575
2023-08-31,134.84,134.91,133.18,133.21,7540165,-0.002695215991614819
2023-08-30,135.25,135.66,134.7,134.82,7892678,0.012086179716237488
2023-08-29,133.9,134.92,133.72,134.92,10736986,0.0007417297136922407
2023-08-28,133.88,134.31,133.225,133.72,6768441,-0.008894159501926957
2023-08-25,132.87,133.88,132.42,133.41,8509077,-0.0023182769967096117
2023-08-24,133.34,134.39,132.44,132.44,10241732,-0.0072708192789145976
2023-08-23,134.0,134.3,133.205,133.6,7276780,0.008758683177287896
2023-08-22,133.47,133.79,133.13,133.2,6939610,-0.0029940119760479833
2023-08-21,133.48,133.83,133.055,133.67,6872444,0.003528528528528474
2023-08-18,133.22,133.875,133.1,133.53,9463221,-0.0010473554275453045
2023-08-17,134.07,134.54,133.415,133.48,11163782,-0.00037444768965788633
2023-08-16,135.36,135.8,134.52,134.55,9462496,0.008016182199580557
2023-08-15,135.74,136.14,135.43,135.58,9118521,0.007655146785581657
2023-08-14,135.69,136.51,135.57,136.08,8723326,0.003687859566307683
2023-08-11,134.79,135.83,134.47,135.67,7674453,-0.0030129335684893066
2023-08-10,135.25,136.53,134.69,134.83,9541846,-0.006191494066484671
2023-08-09,134.84,135.65,134.75,134.92,9833747,0.000667507231328246
2023-08-08,134.78,135.13,134.045,134.96,12601218,0.0002964719833977725
2023-08-07,132.8,134.055,132.73,133.93,8165679,-0.00763189093064609
2023-08-04,132.91,133.73,132.075,132.4,12631301,-0.01142387814529977
2023-08-03,133.1,133.27,132.61,132.87,11863532,0.003549848942598244
2023-08-02,133.48,134.39,133.18,133.54,13873282,0.005042522766613988
2023-08-01,133.84,134.33,133.115,133.45,10555724,-0.0006739553691778033
2023-07-31,134.95,135.0,133.645,134.15,9736656,0.005245410266017325
2023-07-28,135.2,135.42,134.415,135.19,6897797,0.007752515840476981
2023-07-27,135.99,136.48,134.76,134.79,8800817,-0.0029587987277165384
2023-07-26,135.23,136.23,134.875,135.79,8205316,0.007418947993174552
2023-07-25,135.03,136.425,134.85,135.88,7803014,0.00066278812872822
2023-07-24,136.24,136.845,135.8201,135.94,12034090,0.00044156608772438766
2023-07-21,135.01,136.66,134.78,136.24,11308875,0.002206855965867449
2023-07-20,133.57,135.43,133.47,134.88,12650212,-0.009982384028185631
2023-07-19,132.72,133.51,132.45,132.68,12483992,-0.016310794780545534
2023-07-18,131.15,132.565,130.91,132.07,8130367,-0.004597527886644692
2023-07-17,131.35,131.63,130.61,131.1,7905359,-0.007344589990156747
2023-07-14,130.73,132.115,130.59,131.7,13298785,0.004576659038901587
2023-07-13,130.03,130.36,129.615,129.75,7526169,-0.01480637813211838
2023-07-12,130.38,130.5,129.49,129.7,11900408,-0.0003853564547207089
2023-07-11,129.84,130.47,129.48,130.05,7279219,0.002698535080956299
2023-07-10,129.01,130.18,129.0,130.02,7476636,-0.00023068050749708302
2023-07-07,129.8,130.26,128.93,129.0,8749818,-0.007844946931241381
2023-07-06,130.69,131.01,130.19,130.52,8213056,0.011782945736434236
2023-07-05,131.36,131.855,131.06,131.57,7942087,0.008044744100520917
2023-07-03,132.35,132.35,131.078,131.64,5240339,0.0005320361784599825
2023-06-30,131.91,133.04,131.83,132.73,8260918,0.008280158006684912
2023-06-29,130.23,131.46,130.01,131.38,7843374,-0.010171023883070895
2023-06-28,130.92,130.95,130.11,130.53,10897834,-0.006469782310853933
2023-06-27,131.25,131.39,130.04,130.95,8578428,0.003217651114686193
2023-06-26,131.67,131.88,129.98,131.25,7093029,0.002290950744558984
2023-06-23,132.26,132.54,131.64,132.0,8096493,0.005714285714285783
2023-06-22,131.74,132.63,131.57,132.44,8036714,0.0033333333333334103
2023-06-21,131.2,131.99,130.59,131.54,9444757,-0.006795530051344034
2023-06-20,130.41,132.095,130.39,131.52,8585375,-0.00015204500532139953
2023-06-16,132.56,133.25,132.07,132.21,10535119,0.00524635036496357
2023-06-15,130.21,132.4,130.19,132.22,10598620,7.56372437786812e-05
2023-06-14,130.88,130.99,129.7,130.2,12401617,-0.015277567690213378
2023-06-13,130.6,131.745,130.47,131.55,8362679,0.010368663594470195
2023-06-12,130.35,130.92,129.835,130.89,7321523,-0.005017103762828046
2023-06-09,130.05,130.87,129.34,130.42,10446128,-0.003590801436320512
2023-06-08,129.21,130.2,128.78,130.02,6583161,-0.003067014261616152
2023-06-07,129.59,129.77,129.0,129.19,7519649,-0.0063836332871867185
2023-06-06,131.32,131.36,129.13,129.7,9413482,0.0039476739685733175
2023-06-05,130.61,131.38,130.45,130.79,7880207,0.00840400925212026
2023-06-02,129.08,130.55,128.78,130.32,10293195,-0.0035935469072558845
