open,high,low,close,volume
85.05,85.61,84.85,85.2,7074377
84.52,85.1,84.38,85.04,6247131
84.69,84.77,84.14,84.55,7405595
83.79,84.53,83.45,84.44,7218947
83.7,83.88,83.1,83.5,5444372
83.46,83.79,83.19,83.67,7230786
82.74,83.39,82.65,83.36,8037829
83.16,83.23,82.38,82.41,11543475
82.65,83.51,82.56,83.32,13167674
82.4,82.55,81.57,82.09,18236759
83.09,83.46,82.8,82.94,6853296
83.34,83.48,82.69,83.06,7166498
82.77,83.42,82.67,83.39,8360471
83.45,83.55,82.99,83.12,5770209
83.59,83.75,83.16,83.28,6406467
83.05,83.37,82.77,83.2,5838854
82.88,83.13,82.52,82.99,6610357
82.46,83.25,82.45,82.96,7013641
83.03,83.13,82.23,82.5,8806830
83.18,83.93,83.01,83.58,11837573
81.88,83.19,81.73,83.03,10434026
81.07,82.17,81.03,81.81,7845452
80.42,81.08,79.98,80.73,11340180
80.68,80.75,79.79,80.27,9522278
81.26,81.58,80.67,80.88,5886540
80.12,81.27,79.81,81.0,7889544
80.72,80.73,79.31,80.36,13524121
81.79,81.85,80.91,81.09,11594285
82.16,82.45,81.53,82.22,8498012
83.9,83.95,82.25,82.26,7240985
83.14,83.67,82.96,83.54,6663258
82.4,83.52,82.4,83.2,9463278
81.69,82.2,81.12,82.16,8068698
82.67,82.73,81.17,81.79,8904776
82.31,82.67,82.1,82.41,9257292
82.6,82.72,81.82,82.09,5250506
83.08,83.16,82.23,82.53,5833634
83.37,83.52,82.83,83.23,4704510
83.15,83.34,82.72,83.16,6500915
82.47,82.82,82.28,82.52,7217208
82.3,82.37,81.43,81.87,7837028
81.8,82.3,81.74,81.91,5096902
81.42,81.91,81.25,81.36,6205752
81.47,82.35,81.19,82.03,8240833
80.31,81.79,80.08,80.67,6952645
81.17,81.57,79.16,79.88,12171809
82.2,82.27,81.54,81.85,8031346
79.79,82.14,79.79,81.91,9085808
79.98,80.91,79.49,80.76,8590726
81.06,81.48,78.74,79.55,11364927
81.22,81.99,80.67,81.4,6926405
80.59,81.57,80.48,80.79,10146839
81.61,81.85,79.9,80.36,10948416
80.57,81.43,79.65,81.32,9183474
81.44,81.61,79.61,79.67,11048955
82.96,83.02,81.22,81.36,14648453
84.27,84.73,83.7,83.77,5498739
84.2,84.43,83.65,84.13,5534438
85.23,85.34,83.33,84.01,7190194
85.38,85.85,85.38,85.39,7067672
86.13,86.38,85.58,85.69,5883145
86.55,86.75,85.55,85.83,9416354
86.47,86.85,86.06,86.25,6400683
86.54,86.67,86.04,86.14,5760183
85.8,86.54,85.48,86.51,8253094
84.94,85.35,84.8,85.28,6402977
83.56,84.8,83.53,84.71,6868154
84.59,84.73,83.86,84.28,9573287
83.26,84.65,83.08,84.4,11028818
82.35,83.82,82.34,83.64,11205969
83.99,84.42,82.17,82.8,12720268
85.79,85.9,84.12,84.14,6279035
86.41,86.7,85.51,85.51,7460688
85.48,86.51,85.48,86.41,6266120
84.49,85.36,84.12,85.33,5498544
84.39,84.99,83.79,83.99,6316117
84.46,85.59,84.11,84.12,9417367
85.0,85.28,84.23,84.47,8872089
84.38,86.01,84.38,85.41,9322953
84.44,84.83,83.59,84.8,9519095
82.4,84.02,82.32,83.87,10110811
82.39,83.12,81.88,82.93,8415182
82.63,83.51,81.89,82.87,13389160
81.69,82.8,79.56,82.1,35535741
83.84,84.11,80.88,80.95,20252474
83.72,85.04,83.43,83.86,17337953
81.44,84.32,81.4,83.96,33313394
86.46,86.99,82.37,83.04,34979844
87.41,88.18,86.87,86.89,10539187
87.76,88.53,87.54,88.13,12848665
89.83,90.09,87.79,88.1,15872439
89.49,90.11,89.22,89.37,14270628
91.3,91.79,91.28,91.29,12643752
90.02,91.56,90.0,91.54,9784419
89.28,89.7,88.94,89.61,6339257
89.03,89.18,88.54,88.85,8291063
89.01,89.18,88.51,88.59,7637626
88.41,89.07,88.25,89.02,11152504
88.45,88.47,88.0,88.44,4802430
88.1,88.2,87.6,88.11,7954811
87.65,88.28,87.43,88.09,7214557
87.36,87.95,87.11,87.25,8920043
86.32,86.92,86.25,86.82,5391784
85.94,86.18,85.7,86.16,4247768
85.65,85.81,85.15,85.79,10835795
85.2,86.12,85.12,85.94,6962937
85.15,85.26,84.51,84.94,5167335
84.8,85.33,84.64,85.25,7579284
84.68,84.84,84.32,84.53,7762520
83.6,84.47,83.36,84.41,7606500
82.99,83.65,82.87,83.61,6708904
83.33,83.46,82.59,82.68,4877164
83.22,83.34,82.93,83.19,5380553
82.99,83.29,82.98,83.07,4053305
82.84,83.04,82.75,82.93,2504110
83.06,83.16,82.71,82.91,7023606
83.63,83.68,83.12,83.18,4304185
83.82,83.95,83.36,83.37,4686673
83.87,84.16,83.6,83.64,4777141
83.98,84.2,83.69,83.74,5655404
83.11,83.74,83.11,83.71,8012239
84.05,84.16,83.05,83.13,6772081
83.68,84.22,83.65,83.98,8459771
83.39,83.82,83.39,83.69,6068627
83.08,83.41,82.95,83.36,6588637
82.33,83.02,82.27,83.01,8444114
82.02,82.25,81.77,82.09,3979212
82.19,82.46,81.71,82.07,8532978
82.33,82.74,82.07,82.14,13241033
83.78,83.795,82.28,82.28,9770338
83.43,83.65,82.17,83.3,15315398
83.11,83.72,82.86,83.47,10639564
82.51,83.15,82.51,82.85,8144634
82.04,82.51,81.82,82.44,8242112
81.77,81.98,81.7,81.84,4241438
81.69,81.8,81.51,81.77,1650633
81.61,81.9152,81.45,81.58,4853077
81.34,81.795,81.3101,81.61,7972466
81.23,81.3,80.77,80.9,4898352
81.19,81.5,81.11,81.24,6129753
80.84,81.66,80.84,81.56,4780484
80.65,80.97,80.44,80.72,4952318
81.01,81.1,80.58,80.95,7430107
80.93,81.435,80.7,81.28,4703993
81.53,81.53,80.6947,81.2,4826328
81.52,81.81,81.2299,81.73,6960646
81.44,81.81,81.34,81.72,6181715
81.5,81.65,81.2442,81.53,4439915
81.48,81.57,81.3,81.36,4853232
80.85,81.655,80.85,81.61,6862333
81.46,81.48,80.755,80.94,10200322
81.25,81.65,81.09,81.31,7427810
81.21,81.46,80.97,81.11,6548619
81.8,81.92,81.08,81.26,5884007
81.87,82.23,81.83,82.14,6121961
82.4,82.635,81.66,82.16,13466887
83.03,83.225,82.67,82.99,6819089
83.68,83.69,82.63,83.11,7145502
83.99,84.305,83.63,83.67,7159559
83.82,83.95,83.59,83.88,6343777
83.18,83.8147,83.06,83.79,6408894
83.37,83.73,83.18,83.28,6938689
82.23,83.38,82.23,83.16,8437461
82.36,82.68,81.91,82.06,10219710
82.36,82.53,82.22,82.42,5909628
82.69,82.82,82.53,82.63,4732044
82.51,82.81,82.49,82.72,4031584
82.4,82.56,82.11,82.56,4037741
82.88,82.9,82.24,82.37,4558776
82.85,83.21,82.76,82.89,4035940
82.94,83.01,82.62,83.0,7709648
82.66,82.97,82.58,82.94,3291140
82.68,82.7963,82.215,82.54,5134628
81.97,82.57,81.88,82.56,8764865
81.26,81.77,81.06,81.73,6902620
81.11,81.52,80.99,81.25,4229024
81.42,81.42,80.835,81.18,5384691
81.57,81.7962,81.18,81.21,4579765
81.47,81.84,81.215,81.34,12439330
81.47,81.69,81.155,81.58,6473284
81.95,82.04,81.54,81.58,4527219
81.95,82.089,81.41,82.0,5101780
82.61,82.71,81.83,81.92,7329150
82.68,82.9,82.44,82.57,7783052
83.06,83.06,82.5,82.59,7091336
82.82,83.29,82.7165,83.16,6372776
83.26,83.41,82.8917,83.05,5873781
83.2,83.37,83.035,83.36,6984489
82.91,83.2,82.73,83.18,6286176
82.05,82.68,81.9108,82.54,4302627
81.26,82.35,81.24,82.17,7250995
81.16,81.35,80.795,81.27,8790950
80.89,81.37,80.51,80.88,8076875
81.41,81.58,80.92,81.23,6471618
80.13,81.37,80.13,81.29,6987189
79.43,80.13,79.41,79.93,3667897
79.04,79.6,78.97,79.52,4243532
79.17,79.5,79.15,79.37,7432771
79.1,79.4,78.89,78.95,5476522
78.78,79.04,78.63,78.93,5502816
79.03,79.045,78.665,78.7,5662539
