open,high,low,close,volume
74.4,74.48,74.17,74.38,5228588
74.44,74.79,74.13,74.42,12354819
74.39,74.56,74.28,74.36,5895356
74.47,74.72,74.27,74.57,7137422
74.57,74.74,74.39,74.56,4357827
74.34,74.64,74.11,74.54,7384703
73.76,74.62,73.621,74.49,6946344
74.29,74.62,73.98,74.29,9229473
74.39,74.7657,74.111,74.25,13250456
74.57,74.6663,74.11,74.48,9954250
75.13,75.39,72.33,74.46,16650419
75.18,75.29,74.895,75.0359,4728301
75.39,75.5262,75.12,75.16,10400969
76.4,76.4,75.5601,75.85,12129389
75.75,76.745,75.745,76.59,11044878
75.71,75.96,75.56,75.64,7296332
76.05,76.05,75.62,75.92,6898546
76.01,76.09,75.7,75.98,10455762
75.27,75.79,75.22,75.69,8451394
74.97,75.54,74.92,75.28,8130032
74.89,75.36,74.74,74.98,12330631
75.69,75.75,75.24,75.51,5886906
75.39,75.86,75.365,75.8,6635276
75.62,75.885,75.49,75.5,7889322
75.44,75.93,75.225,75.74,15196599
74.93,75.23,74.77,74.99,10258588
74.83,75.18,74.67,75.14,8178052
74.3,74.82,74.27,74.78,9102984
73.96,74.545,73.87,74.42,8685596
73.9,74.14,73.815,73.88,6634265
73.65,74.23,73.65,73.99,10651815
73.28,73.7,73.28,73.66,12117842
73.68,73.75,73.06,73.56,11332623
72.71,73.8,72.64,73.66,10091712
72.22,72.87,72.165,72.87,10402997
71.93,72.34,71.93,72.3,6465225
71.83,72.02,71.66,71.86,4440343
71.45,71.93,71.39,71.72,7869248
71.19,71.535,70.99,71.46,6812927
71.55,71.83,71.33,71.57,11277469
71.29,71.5,71.15,71.5,11561794
71.34,71.49,71.0,71.42,15104788
70.78,71.15,70.555,71.11,14539361
70.52,71.13,70.38,71.13,19490478
69.04,70.52,68.99,70.52,14341968
69.58,69.72,69.12,69.41,7281928
69.34,69.8,69.32,69.75,7264900
69.57,69.69,69.17,69.18,6612453
69.13,69.75,69.09,69.72,6553834
69.48,69.53,68.75,69.07,8703494
69.75,69.938,69.29,69.55,10003575
70.02,70.37,69.78,69.84,7006699
70.45,70.61,69.91,70.02,6470661
70.7,70.86,70.33,70.47,6174216
70.48,70.68,69.98,70.56,6038233
70.91,71.16,70.75,70.92,5279017
70.43,70.89,70.26,70.85,9358905
71.59,71.84,70.05,70.78,23741959
71.37,71.91,71.21,71.5,10320463
70.95,71.37,70.82,71.25,5751681
70.77,71.15,70.515,70.95,5769255
70.33,70.77,70.27,70.75,5979030
69.95,70.58,69.95,70.39,9174456
69.31,69.86,69.22,69.84,11792938
